duration-s	episode-class	frequency-measure	frequency-threshold	num-candidates	num-frequent-episodes	status	window-width	num-frequent-1-episodes	num-frequent-2-episodes	num-frequent-3-episodes	num-frequent-4-episodes	num-frequent-5-episodes	num-frequent-6-episodes	num-frequent-7-episodes	num-frequent-8-episodes	duration-rules-0.0	num-confident-rules-0.0	duration-rules-0.2	num-confident-rules-0.2	duration-rules-0.4	num-confident-rules-0.4	duration-rules-0.6	num-confident-rules-0.6	duration-rules-0.8	num-confident-rules-0.8	duration-rules-1.0	num-confident-rules-1.0	percentage-frequent-of-candidates
0.17667716500000002	parallel	weighted-windows	500.0	6728	4	success	8	4	0	0	0	0	0	0	0	7.661000012149088e-06	0.0	7.661000012149088e-06	0.0	7.661000012149088e-06	0.0	7.661000012149088e-06	0.0	7.661000012149088e-06	0.0	7.661000012149088e-06	0.0	0.0005945303210463733
0.172375285999976	parallel	weighted-windows	375.0	6733	5	success	8	5	0	0	0	0	0	0	0	1.5133999994532132e-05	0.0	1.5133999994532132e-05	0.0	1.5133999994532132e-05	0.0	1.5133999994532132e-05	0.0	1.5133999994532132e-05	0.0	1.5133999994532132e-05	0.0	0.0007426110203475419
0.21932590399998703	parallel	weighted-windows	281.25	6838	15	success	8	15	0	0	0	0	0	0	0	2.4648000021443295e-05	0.0	2.4648000021443295e-05	0.0	2.4648000021443295e-05	0.0	2.4648000021443295e-05	0.0	2.4648000021443295e-05	0.0	2.4648000021443295e-05	0.0	0.002193623866627669
0.298684566000019	parallel	weighted-windows	210.9375	7124	28	success	8	28	0	0	0	0	0	0	0	3.844799999797033e-05	0.0	3.844799999797033e-05	0.0	3.844799999797033e-05	0.0	3.844799999797033e-05	0.0	3.844799999797033e-05	0.0	3.844799999797033e-05	0.0	0.0039303761931499155
0.5585749759999881	parallel	weighted-windows	158.203125	7799	46	success	8	46	0	0	0	0	0	0	0	0.0003612330000066777	0.0	0.0003612330000066777	0.0	0.0003612330000066777	0.0	0.0003612330000066777	0.0	0.0003612330000066777	0.0	0.0003612330000066777	0.0	0.005898192075907168
1.319272763000015	parallel	weighted-windows	118.65234375	10459	86	success	8	86	0	0	0	0	0	0	0	0.00014532000000144762	2.0	0.00014532000000144762	0.0	0.00014532000000144762	0.0	0.00014532000000144762	0.0	0.00014532000000144762	0.0	0.00014532000000144762	0.0	0.00822258342097715
2.229465874999988	parallel	weighted-windows	88.9892578125	15898	136	success	8	135	1	0	0	0	0	0	0	0.0005310070000064115	4.0	0.0005310070000064115	0.0	0.0005310070000064115	0.0	0.0005310070000064115	0.0	0.0005310070000064115	0.0	0.0005310070000064115	0.0	0.008554535161655554
4.3195172869999965	parallel	weighted-windows	66.741943359375	28039	208	success	8	206	2	0	0	0	0	0	0	0.00035911400001964466	12.0	0.00035911400001964466	2.0	0.00035911400001964466	0.0	0.00035911400001964466	0.0	0.00035911400001964466	0.0	0.00035911400001964466	0.0	0.00741823888155783
7.214776585999999	parallel	weighted-windows	50.05645751953125	46339	287	success	8	281	6	0	0	0	0	0	0	0.00041481099998463833	20.0	0.00041481099998463833	4.0	0.00041481099998463833	1.0	0.00041481099998463833	0.0	0.00041481099998463833	0.0	0.00041481099998463833	0.0	0.006193487127473619
9.580314654999995	parallel	weighted-windows	37.54234313964844	84535	404	success	8	394	10	0	0	0	0	0	0	0.0006471389999944677	43.0	0.0006471389999944677	9.0	0.0006471389999944677	4.0	0.0006471389999944677	1.0	0.0006471389999944677	0.0	0.0006471389999944677	0.0	0.004779085585852014
13.739819148999999	parallel	weighted-windows	28.156757354736328	142193	540	success	8	520	19	1	0	0	0	0	0	0.000943014999990055	75.0	0.000943014999990055	13.0	0.000943014999990055	4.0	0.000943014999990055	1.0	0.000943014999990055	0.0	0.000943014999990055	0.0	0.0037976552994873165
14.587646223999997	parallel	weighted-windows	21.117568016052246	224214	695	success	8	659	35	1	0	0	0	0	0	0.0014867820000006304	156.0	0.0014867820000006304	27.0	0.0014867820000006304	5.0	0.0014867820000006304	1.0	0.0014867820000006304	0.0	0.0014867820000006304	0.0	0.0030997172344278236
21.219078622000012	parallel	weighted-windows	15.838176012039185	390036	952	success	8	875	76	1	0	0	0	0	0	0.002489620999995168	357.0	0.002489620999995168	57.0	0.002489620999995168	17.0	0.002489620999995168	8.0	0.002489620999995168	2.0	0.002489620999995168	0.0	0.002440800336379206
28.429133146999988	parallel	weighted-windows	11.878632009029388	639152	1289	success	8	1124	157	8	0	0	0	0	0	0.003876998000009735	666.0	0.003876998000009735	103.0	0.003876998000009735	43.0	0.003876998000009735	26.0	0.003876998000009735	11.0	0.003876998000009735	0.0	0.002016734673442311
35.43716503799999	parallel	weighted-windows	8.908974006772041	969692	1673	success	8	1387	262	23	1	0	0	0	0	0.006300268999950731	1325.0	0.006300268999950731	244.0	0.006300268999950731	126.0	0.006300268999950731	78.0	0.006300268999950731	32.0	0.006300268999950731	1.0	0.001725290092111722
44.02306347000001	parallel	weighted-windows	6.681730505079031	1366406	2171	success	8	1648	461	56	6	0	0	0	0	0.011519048000025123	2691.0	0.011519048000025123	608.0	0.011519048000025123	357.0	0.011519048000025123	212.0	0.011519048000025123	85.0	0.011519048000025123	9.0	0.0015888396274606523
46.161496563000014	parallel	weighted-windows	5.011297878809273	1707811	2803	success	8	1843	813	124	21	2	0	0	0	0.02688147899999649	6865.0	0.02688147899999649	2345.0	0.02688147899999649	1506.0	0.02688147899999649	991.0	0.02688147899999649	531.0	0.02688147899999649	155.0	0.001641282319882001
64.93656975600004	parallel	weighted-windows	3.758473409106955	2930374	4305	timeout	8	2416	1439	333	92	22	3	0	0													0.0014690957536478279
